"Total_Orders","Total_Quantity","Total_Revenue","Avg_Discount","Avg_Profit","Avg_Shipping","Recency"
1,1,228,0.4,138.9,13.9,53
1,1,70,0.3,35,3.5,138
1,1,67,0.3,33.5,3.4,140
3,12,2089,0.166666666666667,93.1,9.3,195
1,4,784,0.4,84.6,8.5,334
3,9,1071,0.3,28.9,2.9,14
1,1,78,0.2,78,7.8,57
1,1,216,0.2,131.7,13.2,229
2,6,1130,0.15,88.85,8.85,140
1,2,426,0.2,124.5,12.4,183
1,3,588,0.4,92.5,9.2,34
2,3,462,0.2,89.1,8.9,312
2,10,2280,0.3,113.8,11.4,14
2,5,1240,0.1,161.8,16.2,52
1,1,133,0.2,50.3,5,133
1,1,119,0.5,9.3,0.9,159
3,7,661,0.233333333333333,64.8666666666667,6.46666666666667,39
2,3,300,0.35,21.9,2.2,40
1,2,432,0.1,127.4,12.7,87
1,5,665,0.3,19.8,2,21
2,6,526,0.25,70.95,7.1,141
2,4,710,0.3,86.1,8.6,156
1,2,496,0.3,153.1,15.3,183
1,3,654,0.3,118.4,11.8,202
1,1,119,0.3,35.4,3.5,168
2,7,1220,0.2,87.9,8.8,334
2,8,1308,0.4,59.5,5.95,27
1,1,34,0.2,34,3.4,147
4,13,1080,0.325,22.225,2.225,9
2,2,152,0.3,30.9,3.1,226
2,6,838,0.25,71.8,7.2,136
1,1,78,0.2,39,3.9,28
1,1,211,0.1,120.5,12,126
1,4,280,0.4,17.5,1.8,19
1,2,392,0.1,112.1,11.2,101
1,5,1120,0.3,110.4,11,183
1,3,684,0.3,127.5,12.7,141
2,5,1116,0.3,84.9,8.5,24
2,2,189,0.3,33.45,3.35,284
1,5,335,0.3,13.4,1.3,52
1,5,665,0.2,39.7,4,10
1,1,248,0.4,158.1,15.8,165
2,9,590,0.45,14.95,1.5,147
2,6,714,0.35,28.55,2.85,133
2,6,714,0.35,26.1,2.6,47
2,4,202,0.3,12.65,1.3,3
1,1,211,0.2,109.9,11,169
1,3,102,0.2,11.3,1.1,214
2,4,673,0.25,89.8,8.95,206
1,4,636,0.5,47.2,4.7,192
1,1,218,0.5,127.1,12.7,205
1,1,119,0.2,37.8,3.8,40
3,8,1450,0.3,88.9333333333333,8.9,85
1,5,1065,0.4,90.4,9,84
2,5,555,0.4,25.55,2.6,227
1,4,784,0.3,92.5,9.2,87
1,2,266,0.5,26.4,2.6,50
1,1,124,0.3,31.6,3.2,244
1,3,648,0.3,116.6,11.7,12
1,1,228,0.1,145.7,14.6,12
1,2,422,0.5,109.9,11,12
1,1,85,0.1,4.2,0.4,145
1,1,78,0.3,39,3.9,114
1,3,633,0.3,99.4,9.9,84
1,4,248,0.5,15.5,1.6,105
1,1,109,0.3,25.7,2.6,31
2,6,413,0.2,26.2,2.6,332
1,1,124,0.5,37.8,3.8,89
1,4,532,0.3,37,3.7,48
1,3,648,0.3,116.6,11.7,278
1,1,124,0.2,41.5,4.2,25
1,2,436,0.4,120.6,12.1,57
1,1,133,0.4,42.4,4.2,271
1,3,399,0.5,33.1,3.3,214
1,1,196,0.1,114,11.4,116
1,2,140,0.3,35,3.5,180
1,1,228,0.4,138.9,13.9,150
2,6,1305,0.3,117.7,11.75,158
2,5,609,0.35,31.45,3.15,79
1,3,648,0.3,116.6,11.7,243
1,3,654,0.3,118.4,11.8,249
3,11,1755,0.3,63.8333333333333,6.36666666666667,110
1,5,1055,0.3,99.4,9.9,154
1,1,228,0.3,136.6,13.7,116
1,1,70,0.2,70,7,245
1,2,318,0.4,66.3,6.6,177
1,1,228,0.4,129.8,13,248
1,4,784,0.5,76.8,7.7,136
1,2,248,0.1,41.5,4.2,80
1,2,456,0.3,120.6,12.1,129
1,2,426,0.3,120.2,12,59
1,5,1080,0.3,82,8.2,93
2,4,313,0.25,60.6,6.05,3
1,5,1140,0.2,136.6,13.7,135
1,1,216,0.3,129.5,13,201
1,5,1090,0.1,127.1,12.7,193
2,5,302,0.3,25.4,2.55,101
1,1,78,0.3,78,7.8,154
3,3,461,0.333333333333333,86.1666666666667,8.6,46
1,3,648,0.3,103.6,10.4,148
1,1,218,0.3,131.5,13.1,79
1,3,633,0.4,105.7,10.6,179
1,3,255,0.4,28.3,2.8,155
1,5,795,0.1,71.1,7.1,53
1,1,216,0.5,125.2,12.5,198
1,3,372,0.3,32.8,3.3,142
2,9,1508,0.45,61.4,6.15,167
1,5,335,0.4,13.4,1.3,297
3,6,711,0.4,44.7,4.46666666666667,69
1,3,672,0.4,117.1,11.7,28
2,6,456,0.2,25.3,2.5,159
1,2,248,0.5,19.2,1.9,59
1,1,122,0.1,40.8,4.1,211
1,4,912,0.2,138.9,13.9,203
2,8,1020,0.15,39.75,3.95,75
1,1,109,0.1,27.9,2.8,253
1,3,102,0.2,11.3,1.1,37
1,1,218,0.2,133.6,13.4,131
1,1,34,0.2,34,3.4,23
1,3,672,0.2,130.6,13.1,110
3,6,761,0.233333333333333,71.4666666666667,7.16666666666667,137
1,3,201,0.4,22.3,2.2,304
2,4,466,0.35,33.3,3.35,203
1,1,216,0.4,92.8,9.3,32
2,5,310,0.2,38.75,3.9,67
2,4,405,0.3,29.1,2.9,234
1,4,280,0.2,17.5,1.8,312
2,2,289,0.3,71.2,7.15,44
1,3,639,0.4,107.4,10.7,17
1,4,844,0.3,105.7,10.6,33
1,3,102,0.4,11.3,1.1,118
1,1,67,0.4,13.4,1.3,244
1,3,684,0.2,141.2,14.1,56
1,1,85,0.4,1.6,0.2,214
1,5,1240,0.2,143.2,14.3,153
1,4,784,0.3,92.5,9.2,150
2,2,189,0.35,51.45,5.15,56
1,3,648,0.3,103.6,10.4,44
1,1,70,0.4,70,7,145
1,4,248,0.3,15.5,1.6,90
3,6,463,0.366666666666667,29.9666666666667,3,165
1,3,366,0.1,38.3,3.8,360
2,7,1001,0.35,71.25,7.15,221
1,1,78,0.3,39,3.9,299
1,4,340,0.5,21.3,2.1,4
1,1,228,0.3,141.2,14.1,252
2,6,763,0.35,67.7,6.8,232
2,6,240,0.35,20.9,2.1,29
2,5,550,0.45,66.45,6.65,97
1,4,872,0.4,103.1,10.3,215
1,1,122,0.4,37.1,3.7,64
3,13,1859,0.366666666666667,52.4,5.23333333333333,137
1,1,34,0.2,6.8,0.7,220
1,4,912,0.4,111.5,11.2,216
1,2,244,0.3,34.7,3.5,165
1,1,211,0.2,126.8,12.7,341
1,1,213,0.1,130.9,13.1,164
1,5,1080,0.2,114.4,11.4,314
1,3,372,0.2,36.6,3.7,102
1,4,872,0.5,94.4,9.4,115
1,5,310,0.5,12.4,1.2,261
2,7,846,0.2,44.8,4.45,96
1,1,70,0.2,70,7,251
1,1,109,0.2,26.8,2.7,240
2,8,356,0.3,13.75,1.4,92
2,4,235,0.3,29.5,2.95,58
1,2,170,0.5,42.5,4.3,63
2,7,469,0.25,19.55,1.95,29
1,5,170,0.3,6.8,0.7,184
1,5,335,0.2,13.4,1.3,252
2,5,464,0.3,73.6,7.4,66
1,1,70,0.2,70,7,233
1,1,78,0.4,78,7.8,254
2,3,526,0.35,82.4,8.25,15
1,1,119,0.2,36.6,3.7,289
2,10,2035,0.4,85.05,8.5,82
1,1,67,0.2,67,6.7,255
2,6,1177,0.2,59.55,5.95,77
1,3,654,0.4,111.8,11.2,53
1,3,684,0.3,127.5,12.7,46
2,7,1521,0.15,130.65,13.05,249
1,1,34,0.2,34,3.4,101
1,3,399,0.5,33.1,3.3,182
2,5,906,0.4,79.4,7.9,104
1,1,70,0.2,35,3.5,13
1,3,186,0.5,20.7,2.1,223
2,6,578,0.3,74.15,7.4,110
2,8,1204,0.3,65.7,6.55,5
2,4,460,0.3,62.6,6.25,179
1,3,684,0.4,120.6,12.1,140
1,3,633,0.4,105.7,10.6,146
3,13,1130,0.333333333333333,17.7666666666667,1.76666666666667,9
2,4,286,0.2,21.9,2.2,127
2,7,1251,0.35,72.2,7.2,5
1,2,448,0.5,121.6,12.2,319
1,2,244,0.2,37.1,3.7,186
2,7,546,0.25,27.3,2.75,57
2,2,195,0.1,56.85,5.7,194
2,4,577,0.25,63.55,6.35,71
1,1,216,0.4,118.7,11.9,243
1,1,216,0.5,125.2,12.5,191
1,1,70,0.3,70,7,133
3,6,1052,0.133333333333333,64.2666666666667,6.43333333333333,25
2,6,1306,0.3,104.4,10.4,273
1,4,436,0.4,11.6,1.2,263
1,2,266,0.3,37,3.7,153
1,5,980,0.4,76.8,7.7,221
1,2,68,0.2,8.5,0.9,348
2,4,932,0.4,134.65,13.45,20
1,5,390,0.3,15.6,1.6,32
1,3,633,0.4,105.7,10.6,176
1,3,234,0.3,26,2.6,75
1,1,133,0.3,33.1,3.3,92
1,1,78,0.2,15.6,1.6,43
1,5,1120,0.5,88,8.8,246
1,1,224,0.1,141.8,14.2,95
1,4,844,0.3,105.7,10.6,150
1,3,684,0.2,134.3,13.4,68
1,1,78,0.5,15.6,1.6,37
1,1,124,0.3,37.8,3.8,9
1,1,124,0.3,31.6,3.2,305
3,7,1183,0.233333333333333,71.8666666666667,7.16666666666667,198
1,3,633,0.4,105.7,10.6,41
1,1,228,0.2,145.7,14.6,235
2,7,594,0.35,23.1,2.3,7
1,2,426,0.1,128.7,12.9,98
1,1,228,0.3,125.2,12.5,363
1,3,201,0.1,22.3,2.2,197
2,7,1321,0.3,87,8.7,64
1,2,134,0.3,16.8,1.7,92
1,1,122,0.2,39.6,4,359
1,4,488,0.3,27.4,2.7,77
3,7,1234,0.366666666666667,101.666666666667,10.1666666666667,9
2,4,596,0.35,69.75,6.95,101
2,7,1084,0.3,70.55,7.1,84
1,2,432,0.5,114.4,11.4,241
5,13,1774,0.3,60.54,6.06,30
3,3,525,0.3,84.9666666666667,8.46666666666667,47
1,1,159,0.1,77.4,7.7,298
2,4,705,0.25,104.05,10.4,189
2,5,598,0.2,30.85,3.05,147
2,5,767,0.4,58.1,5.8,158
1,5,170,0.3,6.8,0.7,149
1,2,432,0.3,123,12.3,171
1,1,224,0.1,141.8,14.2,78
2,5,1000,0.35,102.1,10.2,107
2,2,338,0.2,85.65,8.6,17
3,9,761,0.366666666666667,50.9333333333333,5.06666666666667,65
1,1,228,0.5,136.6,13.7,205
3,7,706,0.166666666666667,41.9333333333333,4.2,163
1,4,496,0.2,39,3.9,142
2,4,481,0.15,34.85,3.5,143
1,1,70,0.1,14,1.4,130
1,3,372,0.5,25.4,2.5,79
1,1,159,0.2,75.8,7.6,156
1,5,390,0.2,15.6,1.6,305
2,6,666,0.25,32.6,3.3,144
1,2,392,0.5,96.4,9.6,329
1,5,595,0.2,27.1,2.7,99
2,7,1374,0.2,80,8,146
1,1,211,0.1,120.5,12,118
2,6,544,0.25,26.2,2.6,110
1,1,133,0.2,47.7,4.8,42
2,3,388,0.45,84.8,8.5,12
1,4,912,0.3,120.6,12.1,96
1,4,992,0.5,118.4,11.8,52
2,4,546,0.25,72.55,7.25,41
2,6,1100,0.35,67.75,6.8,88
1,1,70,0.2,70,7,141
1,1,119,0.3,27.1,2.7,232
1,2,68,0.1,17,1.7,17
1,5,1080,0.2,114.4,11.4,233
2,6,678,0.3,41.1,4.1,82
1,2,218,0.5,18.1,1.8,358
2,5,1046,0.3,113.95,11.35,94
1,5,350,0.2,14,1.4,131
1,1,122,0.3,38.3,3.8,314
2,6,824,0.3,53.65,5.35,16
1,3,654,0.4,111.8,11.2,59
1,2,432,0.2,127.4,12.7,58
1,3,684,0.1,141.2,14.1,71
3,9,1364,0.166666666666667,57.5666666666667,5.76666666666667,50
1,3,588,0.4,92.5,9.2,229
2,6,1464,0.35,127.85,12.75,75
1,4,992,0.5,118.4,11.8,126
1,3,744,0.5,130.8,13.1,100
1,2,238,0.4,29.5,2.9,224
3,7,1470,0.333333333333333,97.1,9.7,131
1,2,422,0.1,122.6,12.3,198
1,5,545,0.4,7.2,0.7,300
1,5,335,0.2,13.4,1.3,27
2,2,290,0.3,79.8,8,23
2,5,793,0.3,78,7.8,103
1,1,67,0.2,67,6.7,72
2,3,680,0.25,142.1,14.25,101
1,2,218,0.2,24.6,2.5,117
2,3,429,0.25,74.65,7.45,4
1,3,210,0.5,23.3,2.3,47
2,2,137,0.25,51.75,5.2,247
1,1,218,0.4,129.3,12.9,15
1,1,228,0.3,141.2,14.1,82
1,1,70,0.3,35,3.5,117
1,1,124,0.2,41.5,4.2,179
1,2,432,0.1,131.7,13.2,29
2,3,437,0.3,52.45,5.2,113
1,5,1120,0.1,132.8,13.3,224
2,7,1094,0.25,79.75,7.95,18
1,4,312,0.4,19.5,2,74
1,1,159,0.1,77.4,7.7,141
2,3,258,0.3,35.65,3.6,236
1,3,366,0.3,31,3.1,179
1,5,545,0.3,12.7,1.3,15
1,5,795,0.3,55.2,5.5,83
3,7,688,0.366666666666667,25.5666666666667,2.56666666666667,134
1,3,186,0.5,20.7,2.1,134
2,5,788,0.25,67.6,6.75,151
1,4,496,0.4,24.2,2.4,150
1,4,912,0.2,129.8,13,112
1,3,399,0.2,49,4.9,111
1,4,532,0.3,37,3.7,116
2,4,460,0.25,64.55,6.45,98
4,12,1584,0.225,54.775,5.475,24
1,3,372,0.3,25.4,2.5,14
2,7,508,0.15,24.4,2.45,176
1,2,68,0.2,17,1.7,190
1,1,124,0.1,37.8,3.8,119
1,3,372,0.2,40.3,4,22
1,2,456,0.2,138.9,13.9,51
3,4,526,0.233333333333333,72.7,7.26666666666667,53
1,2,68,0.3,8.5,0.9,78
1,3,639,0.3,113.8,11.4,150
2,4,412,0.2,66.1,6.6,197
2,3,669,0.3,129.25,12.95,40
1,1,133,0.2,50.3,5,19
1,1,133,0.2,47.7,4.8,153
2,2,203,0.3,56.2,5.6,20
2,5,491,0.2,72.15,7.25,153
1,3,357,0.3,21.2,2.1,278
4,12,2217,0.325,73.75,7.35,55
1,3,648,0.2,129.5,13,118
1,1,85,0.5,0.8,0.1,167
1,2,456,0.4,129.8,13,22
2,9,702,0.25,17.55,1.8,1
2,10,1490,0.3,63.9,6.4,241
1,5,310,0.2,12.4,1.2,291
2,3,459,0.25,82.05,8.25,37
1,1,216,0.1,133.8,13.4,72
1,5,1090,0.5,83.5,8.4,222
1,1,133,0.5,46.4,4.6,174
1,1,228,0.5,113.8,11.4,50
3,7,801,0.3,42.6,4.26666666666667,0
1,1,119,0.4,29.5,2.9,265
1,1,211,0.4,114.1,11.4,71
1,1,124,0.2,41.5,4.2,222
1,3,372,0.3,25.4,2.5,58
1,4,912,0.1,138.9,13.9,329
1,4,488,0.4,22.5,2.2,28
1,1,124,0.4,34.1,3.4,86
3,9,1035,0.2,56.4333333333333,5.63333333333333,108
1,1,119,0.3,21.2,2.1,232
1,3,672,0.3,123.8,12.4,160
1,4,340,0.4,21.3,2.1,139
1,1,78,0.2,39,3.9,283
1,4,992,0.2,148.2,14.8,170
3,10,1182,0.333333333333333,38.1333333333333,3.83333333333333,1
3,10,1519,0.433333333333333,40.2333333333333,4.03333333333333,35
1,1,70,0.2,70,7,102
1,3,366,0.5,23.7,2.4,53
1,3,201,0.4,22.3,2.2,18
1,1,196,0.1,114,11.4,35
1,1,228,0.1,145.7,14.6,63
1,1,78,0.3,78,7.8,299
2,6,1264,0.4,63.8,6.4,58
1,3,372,0.3,32.8,3.3,108
2,6,1368,0.25,116.1,11.6,73
1,1,216,0.3,114.4,11.4,355
1,1,70,0.2,35,3.5,296
1,4,864,0.2,127.4,12.7,225
1,3,357,0.5,21.2,2.1,145
1,1,34,0.5,34,3.4,58
1,2,392,0.4,100.3,10,114
1,1,78,0.5,78,7.8,88
1,5,595,0.2,33.1,3.3,14
2,3,589,0.2,90.05,9,174
2,4,859,0.2,124.9,12.5,220
1,3,648,0.1,129.5,13,94
2,4,807,0.35,94.6,9.5,30
1,1,119,0.3,35.4,3.5,88
2,6,1207,0.2,101.8,10.2,214
1,5,1140,0.4,102.4,10.2,353
1,3,366,0.4,27.4,2.7,235
1,2,496,0.4,148.2,14.8,6
1,2,68,0.2,8.5,0.9,291
1,2,392,0.3,104.2,10.4,29
3,9,1977,0.233333333333333,129.833333333333,13,207
1,4,136,0.4,8.5,0.9,237
2,8,1372,0.3,68.85,6.85,209
1,1,133,0.4,47.7,4.8,261
1,5,620,0.3,25.4,2.5,302
1,5,620,0.4,19.2,1.9,153
1,1,228,0.4,138.9,13.9,28
1,1,216,0.2,133.8,13.4,72
2,6,1014,0.2,65.2,6.5,64
1,5,1065,0.4,90.4,9,271
2,7,634,0.3,25.75,2.6,286
2,7,1503,0.35,108.75,10.85,127
1,1,124,0.3,36.6,3.7,185
1,1,122,0.2,39.6,4,73
3,5,396,0.433333333333333,38.9666666666667,3.9,75
1,4,496,0.3,29.1,2.9,128
1,3,234,0.2,26,2.6,144
1,2,426,0.2,124.5,12.4,223
1,5,795,0.5,39.3,3.9,148
1,4,312,0.2,19.5,2,91
1,4,136,0.2,8.5,0.9,117
1,4,340,0.1,1.6,0.2,108
1,2,170,0.2,1.6,0.2,129
2,4,316,0.5,24.3,2.45,48
2,4,864,0.2,125.2,12.55,158
1,2,432,0.1,127.4,12.7,17
1,1,78,0.2,78,7.8,211
1,1,228,0.1,145.7,14.6,112
2,5,896,0.25,75.35,7.55,98
1,5,350,0.2,14,1.4,28
2,2,464,0.2,134.55,13.5,49
1,3,372,0.4,29.1,2.9,305
2,2,158,0.2,24.3,2.45,26
3,7,1443,0.166666666666667,93.6666666666667,9.36666666666667,3
1,5,1065,0.4,90.4,9,347
2,2,171,0.15,44.4,4.45,65
1,2,456,0.2,138.9,13.9,110
2,5,995,0.35,93.35,9.35,131
2,2,344,0.25,74.85,7.45,25
1,1,62,0.5,62,6.2,250
1,5,310,0.4,12.4,1.2,216
1,2,496,0.2,158.1,15.8,236
2,4,703,0.4,59.85,6,296
1,5,1140,0.3,113.8,11.4,328
1,2,318,0.5,63.1,6.3,73
2,5,464,0.2,65.4,6.55,75
1,5,1080,0.3,103.6,10.4,272
2,7,940,0.2,77.05,7.7,76
1,3,372,0.3,25.4,2.5,159
1,4,992,0.3,138.2,13.8,359
1,5,1120,0.1,132.8,13.3,24
1,5,595,0.3,21.2,2.1,279
2,2,140,0.25,24.5,2.45,39
1,5,425,0.5,17,1.7,203
2,4,746,0.45,87.9,8.8,210
1,2,68,0.1,17,1.7,104
1,4,784,0.3,92.5,9.2,257
1,5,310,0.4,12.4,1.2,317
1,2,318,0.3,69.5,6.9,248
1,1,85,0.5,28.3,2.8,245
2,3,279,0.25,13.65,1.4,86
1,2,170,0.5,42.5,4.3,260
2,9,1937,0.25,112.75,11.25,13
1,4,844,0.3,105.7,10.6,47
1,4,872,0.1,129.3,12.9,237
1,4,496,0.3,29.1,2.9,109
1,1,133,0.3,45,4.5,155
1,5,665,0.4,26.4,2.6,343
2,10,2305,0.2,126.6,12.65,55
2,7,1204,0.3,79.75,7.95,23
1,4,280,0.2,17.5,1.8,115
1,3,357,0.3,28.3,2.8,230
3,12,2174,0.3,77.4333333333333,7.73333333333333,24
1,4,312,0.3,19.5,2,183
2,9,1370,0.2,66.85,6.7,66
2,6,729,0.15,36.85,3.7,8
1,2,436,0.2,129.3,12.9,45
1,5,1140,0.2,125.2,12.5,154
2,4,244,0.25,20.15,2,165
1,2,432,0.4,118.7,11.9,279
1,2,318,0.2,72.6,7.3,108
1,1,67,0.2,13.4,1.3,293
2,4,334,0.3,31.8,3.15,80
1,3,684,0.2,134.3,13.4,178
1,3,399,0.3,33.1,3.3,109
1,1,119,0.4,29.5,2.9,234
1,4,636,0.4,53.6,5.4,96
1,2,496,0.5,143.2,14.3,224
1,4,476,0.3,15.2,1.5,228
2,5,499,0.3,16.15,1.6,1
1,4,436,0.2,20.3,2,185
1,5,595,0.2,27.1,2.7,69
1,4,896,0.5,99.2,9.9,316
1,4,136,0.4,8.5,0.9,172
1,2,432,0.1,131.7,13.2,129
1,3,186,0.3,20.7,2.1,279
1,5,425,0.3,17,1.7,138
1,3,399,0.2,49,4.9,54
1,3,102,0.2,11.3,1.1,207
1,3,327,0.2,22.5,2.2,202
1,2,124,0.1,31,3.1,362
1,5,665,0.2,46.4,4.6,160
1,4,496,0.3,29.1,2.9,357
1,2,318,0.3,69.5,6.9,54
3,12,1168,0.366666666666667,33.6,3.4,33
1,1,119,0.2,27.1,2.7,210
1,1,67,0.3,33.5,3.4,286
2,4,742,0.25,79.4,7.95,15
1,1,133,0.4,47.7,4.8,243
2,5,757,0.4,68.35,6.85,138
2,4,895,0.35,120.3,12.05,62
1,2,140,0.2,35,3.5,59
1,1,67,0.4,67,6.7,70
1,1,216,0.3,103.6,10.4,168
3,7,547,0.3,29.0666666666667,2.93333333333333,127
1,4,248,0.1,15.5,1.6,46
4,18,3160,0.35,66.55,6.625,228
3,11,1662,0.2,71.2666666666667,7.13333333333333,63
1,2,456,0.5,125.2,12.5,65
1,5,620,0.4,19.2,1.9,169
1,3,201,0.3,22.3,2.2,165
2,6,551,0.25,70.4,7,30
2,5,973,0.4,104.15,10.4,115
1,2,68,0.3,8.5,0.9,342
1,3,648,0.3,116.6,11.7,68
1,5,350,0.4,14,1.4,360
1,1,133,0.2,39.7,4,127
2,3,556,0.35,64.65,6.45,18
1,1,124,0.5,37.8,3.8,42
1,1,119,0.3,31.9,3.2,220
1,3,684,0.4,120.6,12.1,20
1,4,532,0.2,47.7,4.8,153
2,4,892,0.3,129.6,12.95,67
2,3,664,0.25,133.15,13.35,66
1,5,335,0.4,13.4,1.3,39
2,4,732,0.3,81.95,8.2,194
1,3,684,0.2,134.3,13.4,360
2,4,221,0.45,20.4,2,91
1,5,1090,0.2,116.2,11.6,176
1,5,170,0.2,6.8,0.7,159
1,5,1080,0.3,103.6,10.4,142
2,9,825,0.45,9.65,1,21
1,3,186,0.2,20.7,2.1,72
1,2,238,0.3,31.9,3.2,353
1,4,268,0.3,16.8,1.7,242
1,1,67,0.3,33.5,3.4,193
1,4,248,0.2,15.5,1.6,159
1,4,532,0.3,26.4,2.6,351
1,3,357,0.1,35.4,3.5,124
1,3,744,0.1,160.6,16.1,162
1,4,488,0.1,37.1,3.7,126
1,5,1140,0.3,113.8,11.4,44
2,6,383,0.15,68.85,6.9,52
1,1,85,0.1,4.2,0.4,138
1,1,70,0.3,35,3.5,198
1,1,70,0.5,14,1.4,3
1,2,422,0.5,109.9,11,131
1,1,109,0.4,24.6,2.5,19
1,1,133,0.4,47.7,4.8,167
1,1,133,0.2,50.3,5,153
3,8,445,0.233333333333333,32.1333333333333,3.2,17
1,5,1055,0.2,120.5,12,9
1,1,119,0.1,33.1,3.3,170
3,10,1592,0.366666666666667,41.4666666666667,4.13333333333333,52
2,9,646,0.25,11,1.1,37
1,2,426,0.3,120.2,12,84
1,4,268,0.3,16.8,1.7,238
1,1,109,0.1,27.9,2.8,227
2,3,541,0.35,62.15,6.2,116
2,3,633,0.2,116.25,11.65,154
2,3,187,0.15,23.15,2.35,43
1,5,1140,0.4,102.4,10.2,208
1,1,78,0.2,78,7.8,250
1,2,238,0.2,34.2,3.4,245
1,4,280,0.4,17.5,1.8,227
2,6,769,0.2,49.65,4.95,59
1,3,201,0.2,22.3,2.2,153
1,2,448,0.4,126.1,12.6,232
2,6,1352,0.15,132.4,13.25,40
3,11,2261,0.166666666666667,108.433333333333,10.8333333333333,41
1,1,70,0.2,70,7,78
3,5,562,0.3,64.7666666666667,6.46666666666667,46
3,4,267,0.333333333333333,29.8666666666667,3,7
1,2,456,0.4,111.5,11.2,84
1,3,102,0.2,11.3,1.1,177
1,1,228,0.3,134.3,13.4,196
1,5,425,0.2,17,1.7,345
1,1,228,0.3,141.2,14.1,112
2,2,283,0.3,78.25,7.85,25
1,2,456,0.1,143.4,14.3,280
1,3,588,0.5,86.6,8.7,147
1,2,496,0.4,148.2,14.8,56
2,7,1158,0.3,72.05,7.2,29
1,2,134,0.1,33.5,3.4,214
1,1,228,0.4,138.9,13.9,97
1,4,280,0.3,17.5,1.8,331
1,2,496,0.3,153.1,15.3,23
2,6,662,0.4,44.1,4.4,95
1,5,425,0.5,17,1.7,98
1,4,496,0.2,34.1,3.4,104
1,4,784,0.1,108.2,10.8,181
1,2,244,0.1,39.6,4,187
2,5,390,0.4,48.75,4.9,179
1,2,436,0.3,124.9,12.5,105
2,2,140,0.4,50.5,5.05,28
2,9,1056,0.15,28.1,2.85,169
1,4,312,0.2,19.5,2,269
1,3,684,0.3,127.5,12.7,221
2,3,472,0.3,87.8,8.75,198
3,10,1391,0.233333333333333,54.5,5.46666666666667,96
1,3,372,0.4,29.1,2.9,136
2,5,492,0.35,75.9,7.6,98
1,2,432,0.4,101.4,10.1,153
1,1,228,0.3,141.2,14.1,179
3,13,2768,0.3,111.5,11.1333333333333,250
2,7,442,0.2,6.45,0.65,164
1,5,595,0.2,27.1,2.7,7
1,5,1055,0.2,109.9,11,71
2,2,129,0.2,37.7,3.75,126
1,1,213,0.5,122.4,12.2,153
1,1,67,0.2,13.4,1.3,231
1,2,448,0.4,126.1,12.6,141
1,1,228,0.3,141.2,14.1,99
1,4,280,0.3,17.5,1.8,58
1,1,34,0.3,34,3.4,15
1,4,280,0.4,17.5,1.8,15
1,3,684,0.3,127.5,12.7,158
1,3,201,0.5,22.3,2.2,335
1,1,34,0.2,17,1.7,130
1,3,102,0.1,11.3,1.1,264
1,1,216,0.3,103.6,10.4,146
1,3,684,0.2,134.3,13.4,71
3,9,496,0.366666666666667,22.9333333333333,2.33333333333333,29
1,1,34,0.3,17,1.7,11
1,2,218,0.1,26.8,2.7,135
3,10,1790,0.333333333333333,88.5333333333333,8.83333333333333,52
2,6,945,0.15,91.45,9.15,5
1,1,70,0.3,70,7,144
1,4,312,0.4,19.5,2,85
1,5,795,0.2,63.1,6.3,106
1,1,70,0.3,70,7,233
1,4,280,0.3,17.5,1.8,112
1,5,310,0.5,12.4,1.2,97
1,5,170,0.3,6.8,0.7,32
1,1,70,0.5,14,1.4,180
2,2,361,0.3,93.1,9.3,334
1,1,133,0.4,47.7,4.8,232
1,3,357,0.1,35.4,3.5,264
2,6,862,0.25,61.1,6.1,76
1,2,436,0.2,129.3,12.9,49
1,1,119,0.4,29.5,2.9,97
1,5,1120,0.4,99.2,9.9,91
2,6,600,0.3,32.6,3.25,21
2,4,733,0.45,55.45,5.55,62
1,3,210,0.3,23.3,2.3,325
1,5,1080,0.3,103.6,10.4,348
1,1,62,0.5,62,6.2,309
2,6,996,0.4,67.5,6.75,88
2,8,1788,0.2,126.6,12.7,226
2,10,1185,0.25,39.35,3.95,25
1,1,211,0.4,114.1,11.4,5
1,2,318,0.3,69.5,6.9,157
1,4,268,0.2,16.8,1.7,168
1,5,1140,0.2,136.6,13.7,230
1,3,633,0.5,99.4,9.9,39
1,1,78,0.3,78,7.8,351
1,1,78,0.3,39,3.9,72
3,11,1525,0.3,43.9333333333333,4.4,1
1,1,133,0.3,46.4,4.6,100
1,3,234,0.3,26,2.6,262
1,1,67,0.3,33.5,3.4,63
1,1,124,0.2,41.5,4.2,134
2,8,1354,0.4,78.6,7.9,18
2,4,379,0.25,33.05,3.3,176
1,4,872,0.1,129.3,12.9,96
1,5,620,0.2,37.8,3.8,124
2,6,862,0.2,69.05,6.9,68
2,4,424,0.2,51.2,5.1,194
2,2,250,0.35,82.85,8.3,305
2,5,934,0.15,98.7,9.85,16
1,1,133,0.3,49,4.9,328
1,1,119,0.1,37.8,3.8,124
1,1,228,0.2,143.4,14.3,187
1,1,228,0.5,136.6,13.7,113
1,3,477,0.3,64.7,6.5,23
2,3,548,0.35,75.65,7.6,116
1,4,992,0.1,158.1,15.8,16
1,4,912,0.4,111.5,11.2,206
1,2,318,0.4,66.3,6.6,297
1,3,648,0.1,129.5,13,124
1,4,912,0.2,129.8,13,99
2,3,385,0.25,37.75,3.75,47
1,1,211,0.4,114.1,11.4,91
1,4,532,0.3,26.4,2.6,245
